-0.168850   3.982408 
0.332103   4.758647 
-0.781997   3.399303 
1.651493   5.322900 
1.352203   5.311680 
1.149185   4.912172 
1.475970   5.336736 
1.105009   5.147585 
2.179887   6.221296 
1.640010   5.942595 
2.424351   6.182607 
1.074465   5.297160 
1.703793   5.552801 
0.786453   4.514107 
0.323937   4.659851 
1.231996   5.292208 
0.399100   4.449065 
1.879152   5.664927 
-0.346186   3.986596 
1.304623   5.213578 
0.713719   4.657415 
1.861801   5.773440 
1.265208   4.907140 
0.508404   4.690267 
0.678076   5.302749 
0.639111   4.929611 
0.283699   3.988449 
1.369327   5.029475 
0.461150   4.345975 
-0.010193   4.223536 
1.158993   4.945006 
-0.055659   4.338122 
0.828140   4.734030 
0.051525   4.495803 
1.771816   5.816074 
1.458440   5.601090 
0.811270   5.102893 
0.625286   4.073547 
1.038670   4.793606 
1.213712   5.206366 
0.319549   3.974262 
0.213494   4.407277 
0.793915   4.782765 
0.395908   5.149847 
0.659260   4.397989 
1.165136   5.395713 
2.428999   5.779674 
0.389583   3.847728 
1.425690   5.032931 
0.159045   3.623914 
1.732910   6.315838 
1.220508   6.448537 
0.994218   5.672962 
1.073721   6.118533 
1.813005   6.632420 
2.761478   7.126076 
0.557407   6.032777 
0.761196   5.520296 
0.649465   4.772628 
0.712494   6.765883 
1.474920   6.608717 
0.820783   6.081151 
3.219387   8.208043 
0.143297   5.744251 
0.876940   5.651313 
1.643311   7.044401 
-0.586440   4.860115 
0.615317   5.286000 
0.549626   5.763299 
-0.285795   4.157212 
1.159794   5.444785 
0.574447   4.590617 
-0.497385   4.320036 
1.005339   5.742228 
0.587234   5.268068 
1.890972   6.176149 
1.173787   5.693904 
1.028101   6.789807 
1.406861   6.761631 
0.729710   6.091325 
0.847020   5.380679 
1.112593   6.326624 
0.986091   7.059757 
1.141058   5.978907 
1.307629   6.520582 
0.980104   5.649551 
1.078537   5.398409 
1.203099   5.422283 
1.546002   7.072093 
0.486060   5.529026 
2.050292   7.215498 
1.033024   5.476286 
0.567190   6.147425 
2.136122   7.379191 
1.156313   5.086663 
0.623626   5.611506 
0.863652   5.677950 
0.006968   5.621531 
0.369325   4.453016 
1.403316   6.371955 
